1,6376.559171715978,151.78106020941715
id,distance,fspl
1,10772.629157912645,156.33576652216465
id,distance,fspl
1,12572.24048884677,157.6775859243358
id,distance,fspl
1,16631.550080903573,160.10798688498613
id,distance,fspl
1,6771.780443571019,152.30338970440891
id,distance,fspl
1,8878.591208975622,154.6562135376601
id,distance,fspl
1,5525.233959243716,150.5363457755368
id,distance,fspl
1,7549.21138391095,153.24736404992058
id,distance,fspl
1,9181.743923111006,154.9478358516413
id,distance,fspl
1,10812.04896434369,156.36749240354612
id,distance,fspl
1,4722.197845978734,149.1722159025797
id,distance,fspl
1,8621.256367055614,154.400743522013
id,distance,fspl
1,17163.919897421976,160.38166190826854
id,distance,fspl
1,11884.248613951446,157.18876689731536
id,distance,fspl
1,13578.77406081144,158.34654356908965
id,distance,fspl
1,9491.355173951757,155.23589683410154
id,distance,fspl
1,5104.381674595735,149.84819514379052
id,distance,fspl
1,5603.269750229109,150.65816293910308
id,distance,fspl
1,8932.342474547708,154.7086396469643
id,distance,fspl
1,12938.352363907274,157.92691181866024
id,distance,fspl
1,5203.015796325938,150.01443521555308
id,distance,fspl
1,13809.764877876638,158.49305801600104
id,distance,fspl
1,417.79097343280307,128.10851337953193
id,distance,fspl
1,3960.267524317459,147.6438228155418
id,distance,fspl
1,14923.249891786203,159.16660055459135
id,distance,fspl
1,14267.208368991738,158.7761124082886
id,distance,fspl
1,10974.66002348832,156.49715383547817
id,distance,fspl
1,6952.236787117381,152.53182343495217
id,distance,fspl
1,14821.752773803546,159.10732362684047
id,distance,fspl
1,6344.498117691094,151.73727778469612
id,distance,fspl
1,19496.123254070553,161.48829756299529
id,distance,fspl
1,15987.292897594316,159.76483095909288
id,distance,fspl
1,12063.661991678006,157.31891553372787
id,distance,fspl
1,13018.130815933682,157.9803049541652
id,distance,fspl
1,7920.552492918865,153.66444185871063
id,distance,fspl
1,7657.690418292021,153.37128842532326
id,distance,fspl
1,17435.982098676945,160.51826061649564
id,distance,fspl
1,8936.476760386415,154.71265893337556
id,distance,fspl
1,16877.931035988313,160.23571648738158
id,distance,fspl
1,12771.443120793232,157.81413179797875
id,distance,fspl
1,7957.178350444587,153.70451417430394
id,distance,fspl
1,7002.470527302468,152.59435811923044
id,distance,fspl
1,12102.039483067421,157.34650363708823
id,distance,fspl
1,12357.051711720218,157.52762960954107
id,distance,fspl
1,2576.258026318062,143.90911948391158
id,distance,fspl
1,11071.43611317289,156.57341149386002
id,distance,fspl
1,3144.6203636281384,145.64069677643164
id,distance,fspl
1,7250.846951035322,152.89710709229547
id,distance,fspl
1,18158.460144758727,160.87091267024624
id,distance,fspl
1,12505.892216569133,157.63162595418572
id,distance,fspl
1,12663.429797757875,157.74035926951206
id,distance,fspl
1,5060.78517586893,149.77369037590796
id,distance,fspl
1,11608.957332050722,156.98519662683913
id,distance,fspl
1,6226.062007460707,151.5736011603596
id,distance,fspl
1,16332.870820734062,159.95058287078865
id,distance,fspl
1,17692.60349810906,160.64516722365255
id,distance,fspl
1,6387.550943825042,151.79601986460688
id,distance,fspl
1,10792.7711610675,156.35199170368486
id,distance,fspl
1,12585.399041047143,157.68667212993915
id,distance,fspl
1,16639.151353284593,160.11195577120208
id,distance,fspl
1,6783.051300868382,152.3178343610478
id,distance,fspl
1,8859.296088277411,154.63731665865367
id,distance,fspl
1,5545.65572902064,150.56839043403892
id,distance,fspl
1,7566.019472971043,153.26668142167102
id,distance,fspl
1,9198.701122524022,154.96386249344397
id,distance,fspl
1,10827.633509260722,156.38000327664025
id,distance,fspl
1,4742.162844635731,149.20886159643186
id,distance,fspl
1,8615.622489330517,154.39506555185324
id,distance,fspl
1,17178.173871181658,160.3888722112236
id,distance,fspl
1,11865.39580380124,157.17497692557112
id,distance,fspl
1,13599.187645560687,158.35959165411595
id,distance,fspl
1,9511.405410000541,155.25422619223826
id,distance,fspl
1,5102.977565264204,149.84580550735592
id,distance,fspl
1,5622.331162010522,150.687660777036
id,distance,fspl
1,8946.987193322298,154.72286864121259
id,distance,fspl
1,12954.65280339814,157.9378478870122
id,distance,fspl
1,5201.0852416700145,150.01121175880024
id,distance,fspl
1,13791.144081321949,158.48133824194406
id,distance,fspl
1,429.23169054628914,128.3431679035652
id,distance,fspl
1,3969.4155302652857,147.66386361787255
id,distance,fspl
1,14924.092950683269,159.16709123254412
id,distance,fspl
1,14248.237075931333,158.7645549818094
id,distance,fspl
1,10959.97638690772,156.48552469665958
id,distance,fspl
1,6936.1480153183575,152.51169937290211
id,distance,fspl
1,14823.345775644437,159.1082571125682
id,distance,fspl
1,6363.108679910912,151.7627191455578
id,distance,fspl
1,19481.41595940256,161.48174271386932
id,distance,fspl
1,15977.59156633705,159.7595586299953
id,distance,fspl
1,12079.054207945654,157.32999093293273
id,distance,fspl
1,13032.608412588124,157.98995925369263
id,distance,fspl
1,7940.453111990884,153.6862380393564
id,distance,fspl
1,7656.584075578268,153.3700334431516
id,distance,fspl
1,17428.151936758964,160.51435907553997
id,distance,fspl
1,8917.507594964092,154.69420208518954
id,distance,fspl
1,16897.757170083885,160.24591362275493
id,distance,fspl
1,12790.61084052421,157.82715803833116
id,distance,fspl
1,7941.71529875634,153.68761860839294
id,distance,fspl
1,6987.921907718173,152.57629318642267
id,distance,fspl
1,12082.050225677402,157.33214506289613
id,distance,fspl
1,12358.170627243477,157.5284160703402
id,distance,fspl
1,2584.0752020465106,143.93543529515563
id,distance,fspl
1,11090.490509998495,156.58834741811813
id,distance,fspl
1,3124.7056031993434,145.585514450939
id,distance,fspl
1,7231.593448590217,152.8740123801761
id,distance,fspl
1,18155.90423165622,160.86968999268873
id,distance,fspl
1,12519.094583597736,157.64079073932834
id,distance,fspl
1,12672.1423372197,157.7463331751979
id,distance,fspl
1,5074.478748290668,149.79716108808054
id,distance,fspl
1,11612.367563994841,156.98774780758805
id,distance,fspl
1,6212.883231203446,151.55519615305883
id,distance,fspl
1,16339.542905652428,159.95413038916593
id,distance,fspl
1,17704.888486223776,160.6511962414881
id,distance,fspl
1,6394.898934668224,151.80600603238577
id,distance,fspl
1,10806.19875531261,156.36279134988973
id,distance,fspl
1,12594.165509344388,157.69272025512174
id,distance,fspl
1,16644.161518284927,160.1145707597255
id,distance,fspl
1,6790.5763054916015,152.3274650019162
id,distance,fspl
1,8846.431686857059,154.62469489104512
id,distance,fspl
1,5559.270566756743,150.58968855599272
id,distance,fspl
1,7577.232270688407,153.2795443315605
id,distance,fspl
1,9210.008819068655,154.9745332484194
id,distance,fspl
1,10838.018558910004,156.3883301344485
id,distance,fspl
1,4755.47337751922,149.23320742156926
id,distance,fspl
1,8611.870897856865,154.39128253951475
id,distance,fspl
1,17187.63424745413,160.39365439391105
id,distance,fspl
1,11852.82749048507,157.16577159924765
id,distance,fspl
1,13612.796243617802,158.36827920818683
id,distance,fspl
1,9524.772448820935,155.26642450682908
id,distance,fspl
1,5102.079323176592,149.84427645528956
id,distance,fspl
1,5635.039537853163,150.70727167906313
id,distance,fspl
1,8956.75597779525,154.73234717220345
id,distance,fspl
1,12965.511353030734,157.94512532311842
id,distance,fspl
1,5199.825655252891,150.00910797601222
id,distance,fspl
1,13778.725957175024,158.47351357951396
id,distance,fspl
1,437.18986829351746,128.50273410302674
id,distance,fspl
1,3975.555913676039,147.67728964555232
id,distance,fspl
1,14924.617233194975,159.16739636197906
id,distance,fspl
1,14235.588901523115,158.75684108450218
id,distance,fspl
1,10950.182026022767,156.4777590984575
id,distance,fspl
1,6925.431051937082,152.49826852504833
id,distance,fspl
1,14824.380441144653,159.1088633641428
id,distance,fspl
1,6375.519614845548,151.77964405187606
id,distance,fspl
1,19471.436045834947,161.47729197790107
id,distance,fspl
1,15971.084886754688,159.75602068678023
id,distance,fspl
1,12089.313700747522,157.337365268503
id,distance,fspl
1,13042.248367372007,157.9963816542366
id,distance,fspl
1,7953.719705643965,153.7007379691642
id,distance,fspl
1,7655.855290642672,153.36920664536018
id,distance,fspl
1,17422.859665870456,160.51172109867144
id,distance,fspl
1,8904.863709812113,154.681877865525
id,distance,fspl
1,16910.974109260824,160.25270481997217
id,distance,fspl
1,12803.38912032377,157.83583122247552
id,distance,fspl
1,7931.408568386988,153.67633877011434
id,distance,fspl
1,6978.234638896854,152.5642436921915
id,distance,fspl
1,12068.724504149932,157.32255980034648
id,distance,fspl
1,12358.907699110025,157.52893410283622
id,distance,fspl
1,2589.359697532399,143.95318000884714
id,distance,fspl
1,11103.191244201033,156.59828873284636
id,distance,fspl
1,3111.429544435903,145.5485317516463
id,distance,fspl
1,7218.757947001412,152.85858192087193
id,distance,fspl
1,18151.899275937034,160.8677737873465
id,distance,fspl
1,12538.894818242814,157.65451751412826
id,distance,fspl
1,12685.201172433219,157.75527950756515
id,distance,fspl
1,5095.018930515131,149.83224836656603
id,distance,fspl
1,11617.463667698097,156.99155878620599
id,distance,fspl
1,6193.116250706977,151.52751697144743
id,distance,fspl
1,16349.480792281807,159.95941163524748
id,distance,fspl
1,17723.289935007026,160.6602191703999
id,distance,fspl
1,6405.950979636495,151.8210045469164
id,distance,fspl
1,10826.339529943647,156.37896518893825
id,distance,fspl
1,12607.306269696232,157.70177839311634
id,distance,fspl
1,16651.590228506444,160.11844662705533
id,distance,fspl
1,6801.880371353658,152.34191211674027
id,distance,fspl
1,8827.133623448277,154.60572634534748
id,distance,fspl
1,5579.693310811482,150.6215388971346
id,distance,fspl
1,7594.062496391512,153.2988156653857
id,distance,fspl
1,9226.974671199887,154.99051889606073
id,distance,fspl
1,10853.589098152679,156.40079984262633
id,distance,fspl
1,4775.439951193371,149.26960009520116
id,distance,fspl
1,8606.250029219094,154.38561150879093
id,distance,fspl
1,17201.76055521527,160.40079028902124
id,distance,fspl
1,11833.97539004203,157.15194556292732
id,distance,fspl
1,13633.208453357149,158.3812938307862
id,distance,fspl
1,9544.823324391948,155.2846902067012
id,distance,fspl
1,5100.788748564086,149.84207907536955
id,distance,fspl
1,5654.103233072482,150.73660699947226
id,distance,fspl
1,8971.417558483217,154.74655373930386
id,distance,fspl
1,12981.786480423023,157.95602156208878
id,distance,fspl
1,5197.977488747097,150.00602021405928
id,distance,fspl
1,13760.092430367018,158.4617593510032
id,distance,fspl
1,449.5884931529505,128.74563607315775
id,distance,fspl
1,3984.828672215138,147.69752539996125
id,distance,fspl
1,14925.346997001425,159.16782106251384
id,distance,fspl
1,14216.615689497656,158.7452567976232
id,distance,fspl
1,10935.482631209985,156.46609142993674
id,distance,fspl
1,6909.369019281595,152.47810009399433
id,distance,fspl
1,14825.891405332766,159.1097486220092
id,distance,fspl
1,6394.141814185225,151.80497761045876
id,distance,fspl
1,19456.222383447865,161.47050275889615
id,distance,fspl
1,15961.266556299475,159.750679336482
id,distance,fspl
1,12104.699916319385,157.3484128764391
id,distance,fspl
1,13056.69052955624,158.00599453851254
id,distance,fspl
1,7973.618869061879,153.7224417869689
id,distance,fspl
1,7654.775282844835,153.36798124468044
id,distance,fspl
1,17414.813898260385,160.5077090827354
id,distance,fspl
1,8885.901237046664,154.66336196600417
id,distance,fspl
1,16930.798787528784,160.2628812955232
id,distance,fspl
1,12822.556232404251,157.84882457346924
id,distance,fspl
1,7915.951476656613,153.6593947952075
id,distance,fspl
1,6963.721559213941,152.54616028234915
id,distance,fspl
1,12048.736596031415,157.30816253000023
id,distance,fspl
1,12359.999994560654,157.52970173851497
id,distance,fspl
1,2597.395115526417,143.98009271717638
id,distance,fspl
1,11122.239031935967,156.61317681560257
id,distance,fspl
1,3091.516134385727,145.49276267508986
id,distance,fspl
1,7199.504952985719,152.8353850237454
id,distance,fspl
1,18147.6902009033,160.86575946366338
id,distance,fspl
1,12558.691049011308,157.66821986082203
id,distance,fspl
1,12698.247940361083,157.76420838053514
id,distance,fspl
1,5115.558904380217,149.8671941237406
id,distance,fspl
1,11622.536620857003,156.99535079235312
id,distance,fspl
1,6173.350709569934,151.49975132816417
id,distance,fspl
1,16359.333778969378,159.96464459515045
id,distance,fspl
1,17741.659469543774,160.66921711155794
id,distance,fspl
1,6417.03890902393,151.8360257792208
id,distance,fspl
1,10846.47955847666,156.39510836946187
id,distance,fspl
1,12620.436188229902,157.71081963284104
id,distance,fspl
1,16658.914481995576,160.122266302504
id,distance,fspl
1,6813.204199483059,152.35636043596736
id,distance,fspl
1,8807.833830733092,154.58671457944268
id,distance,fspl
1,5600.116640532041,150.65327378101938
id,distance,fspl
1,7610.905863537937,153.31805933423743
id,distance,fspl
1,9243.945646598653,155.00647999148072
id,distance,fspl
1,10869.151117206697,156.41324486584466
id,distance,fspl
1,4795.407422975512,149.30584255129742
id,distance,fspl
1,8600.637016546332,154.37994470686306
id,distance,fspl
1,17215.808724648738,160.40788090341647
id,distance,fspl
1,11815.123768107684,157.13809783526483
id,distance,fspl
1,13653.619838689381,158.39428845746295
id,distance,fspl
1,9564.8745750312,155.30291791652581
id,distance,fspl
1,5099.566368710412,149.83999729362102
id,distance,fspl
1,5673.168261709942,150.7658456190531
id,distance,fspl
1,8986.089159420093,154.76074679370817
id,distance,fspl
1,12998.046272231031,157.96689390118092
id,distance,fspl
1,5196.178822576795,150.00301409878858
id,distance,fspl
1,13741.45135309736,158.4499844218596
id,distance,fspl
1,462.50098456675505,128.99158555922378
id,distance,fspl
1,3994.1755884862537,147.71787538792245
id,distance,fspl
1,14926.008741317757,159.16820615980401
id,distance,fspl
1,14197.641358474732,158.7336563556732
id,distance,fspl
1,10920.773873523467,156.45440062046646
id,distance,fspl
1,6893.323185093234,152.457905134108
id,distance,fspl
1,14827.353093199721,159.1106049235521
id,distance,fspl
1,6412.7709185302665,151.8302468477682
id,distance,fspl
1,19440.73690036116,161.46358678362884
id,distance,fspl
1,15951.378703923849,159.74529684333294
id,distance,fspl
1,12120.082447417897,157.35944381025126
id,distance,fspl
1,13071.111240414706,158.01558254111916
id,distance,fspl
1,7993.517161842862,153.7440905615793
id,distance,fspl
1,7653.711083646106,153.36677361166085
id,distance,fspl
1,17406.64036044707,160.5036314558692
id,distance,fspl
1,8866.942811097417,154.64481047558849
id,distance,fspl
1,16950.62258277127,160.27304540968186
id,distance,fspl
1,12841.722966177718,157.86179826066626
id,distance,fspl
1,7900.498046982314,153.64242172837703
id,distance,fspl
1,6949.22999715621,152.52806604063107
id,distance,fspl
1,12028.749495807875,157.29374193925076
id,distance,fspl
1,12361.07630972799,157.5304580773289
id,distance,fspl
1,2605.5598680980943,144.00735345581285
id,distance,fspl
1,11141.282821591385,156.62803630608823
id,distance,fspl
1,3071.603545252136,145.4366355309004
id,distance,fspl
1,7180.252279038011,152.8121263972788
id,distance,fspl
1,18143.27838878391,160.86364761518695
id,distance,fspl
1,12578.483247718003,157.68189784126304
id,distance,fspl
1,12711.282529661188,157.77311976236513
id,distance,fspl
1,5136.098673638303,149.90199950156972
id,distance,fspl
1,11627.586359015015,156.99912380199004
id,distance,fspl
1,6153.586629068902,151.4718987051786
id,distance,fspl
1,16369.10117689518,159.9698289886644
id,distance,fspl
1,17759.996309825317,160.67818975137783
id,distance,fspl
1,6428.162514139055,151.85106928494343
id,distance,fspl
1,10866.618834059664,156.41122100084272
id,distance,fspl
1,12633.55513916278,157.7198439307228
id,distance,fspl
1,16666.133593711824,160.12602950239437
id,distance,fspl
1,6824.547668333753,152.37080975902688
id,distance,fspl
1,8788.532336018134,154.56765942696478
id,distance,fspl
1,5620.540556706978,150.68489404615576
id,distance,fspl
1,7627.762267550426,153.33727530815378
id,distance,fspl
1,9260.921694284496,155.02241656809468
id,distance,fspl
1,10884.704528231976,156.4256652143918
id,distance,fspl
1,4815.375758385905,149.34193596927042
id,distance,fspl
1,8595.031897736917,154.37428218272936
id,distance,fspl
1,17229.77758122914,160.41492575103217
id,distance,fspl
1,11796.272663967093,157.1242283764734
id,distance,fspl
1,13674.03040010313,158.40726314905237
id,distance,fspl
1,9584.926194356165,155.32110778891882
id,distance,fspl
1,5098.412235682297,149.83803128201396
id,distance,fspl
1,5692.234596732325,150.79498813854394
id,distance,fspl
1,9000.77070826164,154.77492629387797
id,distance,fspl
1,13014.290616155022,157.97774233802176
id,distance,fspl
1,5194.429705646543,150.00008979715165
id,distance,fspl
1,13722.802790168833,158.43818877042446
id,distance,fspl
1,475.88547181613575,129.23938125803727
id,distance,fspl
1,4003.59614297641,147.7383375709457
id,distance,fspl
1,14926.60243771406,159.16855164257242
id,distance,fspl
1,14178.66593234413,158.72203972916265
id,distance,fspl
1,10906.055821708249,156.44268665239002
id,distance,fspl
1,6877.293666726431,152.4376837174687
id,distance,fspl
1,14828.765466131947,159.11143225470818
id,distance,fspl
1,6431.406870781334,151.85545203268498
id,distance,fspl
1,19425.00103110772,161.45655333780036
id,distance,fspl
1,15941.421836170617,159.73987340884048
id,distance,fspl
1,12135.461230642897,157.3704580702103
id,distance,fspl
1,13085.51035588045,158.0251456370255
id,distance,fspl
1,8013.414586054997,153.76568457129036
id,distance,fspl
1,7652.662698661247,153.36558376011004
id,distance,fspl
1,17398.340252126494,160.49948872543501
id,distance,fspl
1,8847.988455590757,154.62622327359048
id,distance,fspl
1,16970.445487492743,160.28319718803738
id,distance,fspl
1,12860.889311266543,157.87475233609388
id,distance,fspl
1,7885.048344288852,153.62541953509736
id,distance,fspl
1,6934.760099086474,152.50996116122082
id,distance,fspl
1,12008.763202226417,157.27929795059782
id,distance,fspl
1,12362.136638561911,157.53120311797198
id,distance,fspl
1,2613.8527419504294,144.03495466424698
id,distance,fspl
1,11160.32258848668,156.64286728808491
id,distance,fspl
1,3051.691785403253,145.3801457002387
id,distance,fspl
1,7160.999936507316,152.78880572479676
id,distance,fspl
1,18138.66527466934,160.86143885808866
id,distance,fspl
1,12598.271385866516,157.69555151680578
id,distance,fspl
1,12724.30482842595,157.78201362105176
id,distance,fspl
1,5156.638242052929,149.9366656283226
id,distance,fspl
1,11632.612817956813,157.00287779119589
id,distance,fspl
1,6133.824030750503,151.44395858000132
id,distance,fspl
1,16378.782295850551,159.9749645348037
id,distance,fspl
1,17778.299651535726,160.68713676562606
id,distance,fspl
1,6439.321586936014,151.86613462301813
id,distance,fspl
1,10886.757349748785,156.4273031917857
id,distance,fspl
1,12646.662996094032,157.72885124294532
id,distance,fspl
1,16673.246882627147,160.129735944598
id,distance,fspl
1,6835.910656856453,152.38525988722625
id,distance,fspl
1,8769.229166664874,154.54856072053866
id,distance,fspl
1,5640.965060097889,150.71640052191816
id,distance,fspl
1,7644.631604523954,153.35646355854033
id,distance,fspl
1,9277.90276351307,155.0383286594834
id,distance,fspl
1,10900.249243178147,156.43806089838637
id,distance,fspl
1,4835.3449235022,149.3778815152305
id,distance,fspl
1,8589.434710700265,154.36862398550846
id,distance,fspl
1,17243.665933565964,160.4219243383434
id,distance,fspl
1,11777.422116722197,157.11033714648948
id,distance,fspl
1,13694.440138119711,158.42021796613426
id,distance,fspl
1,9604.978176066948,155.3392599756304
id,distance,fspl
1,5097.326398770233,149.83618120327873
id,distance,fspl
1,5711.302211467551,150.82403515341065
id,distance,fspl
1,9015.462132930708,154.7890921988939
id,distance,fspl
1,13030.519399021741,157.98856686967332
id,distance,fspl
1,5192.730185478705,149.99724747164555
id,distance,fspl
1,13704.146805607148,158.4263723744802
id,distance,fspl
1,489.7032133232197,129.48799140270256
id,distance,fspl
1,4013.0898169739303,147.75890992305295
id,distance,fspl
1,14927.128060546038,159.1688575006233
id,distance,fspl
1,14159.689434678285,158.71040688830476
id,distance,fspl
1,10891.328544264017,156.43094950779806
id,distance,fspl
1,6861.280582461428,152.41743591836627
id,distance,fspl
1,14830.128486899685,159.11223060194192
id,distance,fspl
1,6450.049614523564,151.88059343310601
id,distance,fspl
1,19409.034312280382,161.4494108832908
id,distance,fspl
1,15931.39645814655,159.73440923374528
id,distance,fspl
1,12150.836202295992,157.3814556564152
id,distance,fspl
1,13099.887730992301,158.03468380067238
id,distance,fspl
1,8033.31114376684,153.78722409230363
id,distance,fspl
1,7651.630133404791,153.36441170361928
id,distance,fspl
1,17389.914776161364,160.4952813999596
id,distance,fspl
1,8829.038194327977,154.60760023881704
id,distance,fspl
1,16990.26749390026,160.29333665593998
id,distance,fspl
1,12880.055257216909,157.8876868515041
id,distance,fspl
1,7869.6024338055595,153.6083881811573
id,distance,fspl
1,6920.312012276,152.49184584114204
id,distance,fspl
1,11988.777714035514,157.26483048615825
id,distance,fspl
1,12363.18097511831,157.53193685916966
id,distance,fspl
1,2622.272520295146,144.06288880441764
id,distance,fspl
1,11179.358307762592,156.6576698448087
id,distance,fspl
1,3031.780863508806,145.32328847487065
id,distance,fspl
1,7141.747936822073,152.7654226872085
id,distance,fspl
1,18133.85234435608,160.85913383023149
id,distance,fspl
1,12618.055434622289,157.70918094829034
id,distance,fspl
1,12737.314724162998,157.79088992431878
id,distance,fspl
1,5177.177613375081,149.9711936187499
id,distance,fspl
1,11637.615933704543,157.0066127361648
id,distance,fspl
1,6114.062936458967,151.41593042566893
id,distance,fspl
1,16388.376444371614,159.98005095186335
id,distance,fspl
1,17796.568665145754,160.69605781902533
id,distance,fspl
1,6450.515920017822,151.88122135566516
id,distance,fspl
1,10906.895098505516,156.44335505032177
id,distance,fspl
1,12659.75963199857,157.73784152544584
id,distance,fspl
1,16680.253671985243,160.1333853486464
id,distance,fspl
1,6847.293044496117,152.39971062373763
id,distance,fspl
1,8749.924350093865,154.52941829177615
id,distance,fspl
1,5661.390151437274,150.74779402867495
id,distance,fspl
1,7661.513771216719,153.37562405814464
id,distance,fspl
1,9294.888803774527,155.05421629938928
id,distance,fspl
1,10915.78517378146,156.4504319277749
id,distance,fspl
1,4855.314884949398,149.413680342178
id,distance,fspl
1,8583.845493356092,154.36297016443854
id,distance,fspl
1,17257.472573320556,160.42887616432785
id,distance,fspl
1,11758.57216529429,157.09642410497264
id,distance,fspl
1,13714.849053294307,158.43315296903506
id,distance,fspl
1,9625.030513946916,155.35737462755253
id,distance,fspl
1,5096.308904479137,149.83444721086363
id,distance,fspl
1,5730.371079598589,150.85298725390288
id,distance,fspl
1,9030.163361614736,154.80324446844878
id,distance,fspl
1,13046.732506776074,157.99936749262997
id,distance,fspl
1,5191.080308206651,149.99448728028216
id,distance,fspl
1,13685.483462671358,158.41453521125317
id,distance,fspl
1,503.9185302741957,129.7365389009404
id,distance,fspl
1,4022.6560926540137,147.77959043112065
id,distance,fspl
1,14927.585586959685,159.16912372484381
id,distance,fspl
1,14140.711888737302,158.6987578030167
id,distance,fspl
1,10876.592109447427,156.4191891685295
id,distance,fspl
1,6845.284051512776,152.39716181333625
id,distance,fspl
1,14831.442119662363,159.11299995224778
id,distance,fspl
1,6468.699094017709,151.90567131593724
id,distance,fspl
1,19392.85454667282,161.4421671294059
id,distance,fspl
1,15921.303073454685,159.72890451799236
id,distance,fspl
1,12166.20729837596,157.39243656879012
id,distance,fspl
1,13114.243219888516,158.04419700597003
id,distance,fspl
1,8053.206837046493,153.80870939874723
id,distance,fspl
1,7650.613393290904,153.36325745556184
id,distance,fspl
1,17381.36513795558,160.49100998886507
id,distance,fspl
1,8810.092051288348,154.58894124956947
id,distance,fspl
1,17010.088593892455,160.30346383849633
id,distance,fspl
1,12899.22079349632,157.90060185837393
id,distance,fspl
1,7854.160381068493,153.59132763266643
id,distance,fspl
1,6905.885884908683,152.47372028028718
id,distance,fspl
1,11968.79302998273,157.25033946766126
id,distance,fspl
1,12364.209313559475,157.5326592996788
id,distance,fspl
1,2630.8179834991433,144.09114836541954
id,distance,fspl
1,11198.389954381122,156.67244405891444
id,distance,fspl
1,3011.8707885480253,145.26605905485155
id,distance,fspl
1,7122.496291489496,152.7419769629816
id,distance,fspl
1,18130.533470895738,160.85754398564808
id,distance,fspl
1,12631.242514196507,157.7182537968485
id,distance,fspl
1,12745.98104160903,157.79679769076296
id,distance,fspl
1,5190.8704199573385,149.99413608112548
id,distance,fspl
1,11640.938344280263,157.00909210764502
id,distance,fspl
1,6100.889720076423,151.39719582206402
id,distance,fspl
1,16394.72388451646,159.9834144632286
id,distance,fspl
1,17808.728514954993,160.70199059453512
id,distance,fspl
1,6457.9982956642025,151.89129084860411
id,distance,fspl
1,10920.319834751106,156.45403949105406
id,distance,fspl
1,12668.484425685587,157.74382556428446
id,distance,fspl
1,16684.865366313526,160.13578645911088
id,distance,fspl
1,6854.892020899211,152.40934468966964
id,distance,fspl
1,8737.053570827005,154.5166322987978
